Topic,Name,Type,Url,External ID,Description
,Linux | LR |Process table,Web Resource,https://stackoverflow.com/questions/4880555/what-is-the-linux-process-table-what-does-it-consist-of,Linux | LR |Process table,Stackoverflow
,Linux | LR |ProcFs,Web Resource,https://en.wikipedia.org/wiki/Procfs,Linux | LR |ProcFs,Wikipedia
,Linux | LR |Run levels and init processes,Web Resource,https://medium.com/@Alibaba_Cloud/understanding-and-changing-runlevels-in-systemd-ccc30065c53d,Linux | LR |Run levels and init processes,Medium
,,,,,
SHELL SCRIPITNG ,,,,,
,Shell | LR | Advanced,Web Resource,https://learn.acloud.guru/course/bccc6769-38e7-4a7f-8255-6914b7244caf/dashboard,Shell | LR | Advanced,Shell | LR | Advanced
,Shell | LR | Basic,Web Resource,https://learning.oreilly.com/videos/bash-scripting-and/9781789807073/9781789807073-video1_1,Shell | LR | Basic,Shell | LR | Basic
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,REST API 2.0,Web Resource,https://docs.microsoft.com/en-us/azure/databricks/dev-tools/api/latest/,REST API 2.0,"The Databricks REST API 2.0 supports services to manage your workspace, DBFS, clusters, instance pools, jobs, libraries, users and groups, tokens, and MLflow experiments and models.This article provides an overview of how to use the REST API. Links to each API reference, authentication options, and examples are listed at the end of the article.For information about authenticating to the REST API using personal access tokens, see Authentication using Azure Databricks personal access tokens. For API examples, see Examples.For information about authenticating to the REST API using Azure Active Directory tokens, see Authentication using Azure Active Directory tokens. For examples, see Use an Azure AD access token for a user and Use an Azure AD access token for a service principal."
,S3 | LR | Basics,Web Resource,https://acloud.guru/learn/amazon-s3-basics,S3 | LR | Basics,
,S3 | LR | CLI,Web Resource,https://cloudian.com/aws-cli-setup-basic-use-s3-data-movement/,S3 | LR | CLI,
,S3 | LR | Optmisation Costs,Web Resource,https://learn.acloud.guru/course/aws-certified-solutions-architect-associate/dashboard,S3 | LR | Optmisation Costs,
,S3 | LR | Server Access Logging,Web Resource,https://www.youtube.com/watch?v=41bdQNBTrnY,S3 | LR | Server Access Logging,
,S3 | LR | Website Hosting,Web Resource,https://docs.aws.amazon.com/AmazonS3/latest/dev/website-hosting-custom-domain-walkthrough.html,S3 | LR | Website Hosting,
,Shell | LR | Advanced,Web Resource,https://learn.acloud.guru/course/bccc6769-38e7-4a7f-8255-6914b7244caf/dashboard,Shell | LR | Advanced,Shell | LR | Advanced
,Shell | LR | Basic,Web Resource,https://learning.oreilly.com/videos/bash-scripting-and/9781789807073/9781789807073-video1_1,Shell | LR | Basic,Shell | LR | Basic
,Smartsheet Dashboards Video,Video,https://drive.google.com/file/d/1CqO5_lhpRU0QIqjSD-fxxp3fRc5yuWAb/view?usp=sharing,Smartsheet Dashboards Video,Smartsheet Dashboards Video
,Smartsheet Navigation Video,Video,https://drive.google.com/file/d/1V4wdKsyiVGGNMmzagFweyWScMl5Zi2yi/view?usp=sharing,Smartsheet Navigation Video,Smartsheet Navigation Video
,Smartsheet Project Workspaces Video,Video,https://drive.google.com/file/d/1prXUZ6ZqMTeqc-xNwSnsPq3c1ib_PzV7/view?usp=sharing,Smartsheet Project Workspaces Video,Smartsheet Project Workspaces Video
,Smartsheet Reports Video,Video,https://drive.google.com/file/d/1VjWs72KeJrXyXjDQakHCTwdTa15j6bRC/view?usp=sharing,Smartsheet Reports Video,Smartsheet Reports Video
,Smartsheet Sheets - Part 1 Video,Video,https://drive.google.com/file/d/1Ot0c5TOEnBJvTJnBkOFXD8Pks3BYj1Nr/view?usp=sharing,Smartsheet Sheets - Part 1 Video,Smartsheet Sheets - Part 1 Video
,SmartSheet Sheets - Part 2,Video,https://drive.google.com/file/d/1vF7yehvk4Syan56B8sD9cHvUhOWmkr9z/view?usp=sharing,SmartSheet Sheets - Part 2,SmartSheet Sheets - Part 2
,Smartsheet Sheets - Part 2 Video,Video,https://drive.google.com/file/d/1vF7yehvk4Syan56B8sD9cHvUhOWmkr9z/view?usp=sharing,Smartsheet Sheets - Part 2 Video,Smartsheet Sheets - Part 2 Video
,Snowflake | LR | Comprehensive Guide,Article,https://community.snowflake.com/s/what-is-snowflake,Snowflake | LR | Comprehensive Guide,Snowflake | LR | Comprehensive Guide
,Snowflake | LR | Foundation,Video,https://www.youtube.com/watch?v=dxrEHqMFUWI&t=7s,Snowflake | LR | Foundation,Snowflake | LR | Foundation
,Snowflake | LR | Fundamentals [PPT],Web Resource,https://drive.google.com/file/d/1w0lBAvOiJnibuoUxKrREKqV3KidA3HnQ/view?usp=sharing,Snowflake | LR | Fundamentals,Snowflake | LR | Fundamentals [PPT]
,Snowflake | LR | Fundamentals [Video],Video,https://drive.google.com/file/d/1Sl3Sy_L8Tw_5hCrTaxBwIGbbYbb_rCp_/view?usp=sharing,Snowflake | LR | Fundamentals [Video],Snowflake | LR | Fundamentals [Video]
,Snowflake | LR | Official documentation,Web Resource,https://docs.snowflake.com/en/index.html,Snowflake | LR | Official documentation,Snowflake | LR | Official documentation
,Snowflake | LR | Products [YouTube PlayList],Video,https://www.youtube.com/watch?v=MfM4Qit_iGE&list=PL4IM5KTx_T7hNYWqfbiYHCGKJEMUJ4tyK,Snowflake | LR | Products [YouTube PlayList],Snowflake | LR | Products [YouTube PlayList]
,Snowflake | LR | Setting up a free trial account,Tutorial,https://s3.amazonaws.com/snowflake-workshop-lab/Snowflake_free_trial_LabGuide.pdf,Snowflake | LR | Setting up a free trial account,Snowflake | LR | Setting up a free trial account
,Snowflake 1.0 | LR | Architecture 1,Video,https://www.youtube.com/watch?v=dZlBCLLL7UA,Snowflake 1.0 | LR | Architecture 1,
,Snowflake 1.0 | LR | Architecture 2,Tutorial,https://docs.snowflake.com/en/user-guide/intro-key-concepts.html,Snowflake 1.0 | LR | Architecture 2,
,Snowflake 1.0 | LR | Architecture 3,Tutorial,https://docs.snowflake.com/en/user-guide/intro-cloud-platforms.html,Snowflake 1.0 | LR | Architecture 3,
,Snowflake 1.0 | LR | Architecture 4,Tutorial,https://docs.snowflake.com/en/user-guide/intro-regions.html,Snowflake 1.0 | LR | Architecture 4,
,Snowflake 1.0 | LR | Architecture 5,Tutorial,https://docs.snowflake.com/en/user-guide/intro-editions.html,Snowflake 1.0 | LR | Architecture 5,
,Snowflake 1.0 | LR | Architecture 6,Tutorial,https://docs.snowflake.com/en/user-guide/data-lifecycle.html,Snowflake 1.0 | LR | Architecture 6,
,Snowflake 1.0 | LR | Architecture 7,Tutorial,https://docs.snowflake.com/en/user-guide/data-cdp.html,Snowflake 1.0 | LR | Architecture 7,
,Snowflake 1.0 | LR | Best Practices 1,Tutorial,https://www.youtube.com/watch?v=E--zIGd_iqE,Snowflake 1.0 | LR | Best Practices 1,
,Snowflake 1.0 | LR | Best Practices 2,Tutorial,https://docs.snowflake.com/en/user-guide/security-access-control-considerations.html,Snowflake 1.0 | LR | Best Practices 2,
,Snowflake 1.0 | LR | Best Practices 3,Tutorial,https://docs.snowflake.com/en/user-guide/warehouses-considerations.html,Snowflake 1.0 | LR | Best Practices 3,
,Snowflake 1.0 | LR | Best Practices 4,Tutorial,https://docs.snowflake.com/en/user-guide/table-considerations.html,Snowflake 1.0 | LR | Best Practices 4,
,Snowflake 1.0 | LR | Best Practices 5,Tutorial,https://docs.snowflake.com/en/user-guide/tables-storage-considerations.html,Snowflake 1.0 | LR | Best Practices 5,
,Snowflake 1.0 | LR | Best Practices 6,Tutorial,https://docs.snowflake.com/en/user-guide/data-load-considerations.html,Snowflake 1.0 | LR | Best Practices 6,
,Snowflake 1.0 | LR | Best Practices 7,Tutorial,https://docs.snowflake.com/en/user-guide/data-unload-considerations.html,Snowflake 1.0 | LR | Best Practices 7,
,Snowflake 1.0 | LR | Best Practices 8,Tutorial,https://docs.snowflake.com/en/user-guide/semistructured-considerations.html,Snowflake 1.0 | LR | Best Practices 8,
,Snowflake 1.0 | LR | Change Tracking,Tutorial,https://docs.snowflake.com/en/user-guide/streams.html,Snowflake 1.0 | LR | Change Tracking,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,Solar Turbines Induction,Web Resource,https://drive.google.com/file/d/1D_-MFBT0O7rlbrfbye9mH7SaHoae0taz/view?usp=sharing,Solar Turbines Induction,Solar Turbines Induction
,Spark | LR | APIs,Tutorial,https://learning.oreilly.com/library/view/learning-spark-2nd/9781492050032/ch03.html#apache_sparkapostrophes_structured_apis,Spark | LR | APIs,Oreilly Books
,Spark | LR | DataLakes,Tutorial,https://learning.oreilly.com/library/view/learning-spark-2nd/9781492050032/ch09.html#building_reliable_data_lakes_with_apache,Spark | LR | DataLakes,Oreilly Books
,Spark | LR | Deploy,Tutorial,https://learning.oreilly.com/library/view/learning-spark-2nd/9781492050032/ch11.html#managingcomma_deployingcomma_and_scaling,Spark | LR | Deploy,Oreilly Books
,Spark | LR | Installation,Tutorial,https://learning.oreilly.com/library/view/learning-spark-2nd/9781492050032/ch02.html#downloading_apache_spark_and_getting_sta,Spark | LR | Installation,Oreilly Books
,Spark | LR | Introduction,Tutorial,https://learning.oreilly.com/library/view/learning-spark-2nd/9781492050032/ch01.html#introduction_to_apache_spark_a_unified_a,Spark | LR | Introduction,Oreilly Books
,Spark | LR | Mlibs,Tutorial,https://learning.oreilly.com/library/view/learning-spark-2nd/9781492050032/ch10.html#machine_learning_with_mllib,Spark | LR | Mlibs,Oreilly Books
,Spark | LR | Opt,Tutorial,https://learning.oreilly.com/library/view/learning-spark-2nd/9781492050032/ch07.html#optimizing_and_tuning_spark_applications,Spark | LR | Opt,Oreilly Books
,Spark | LR | SQLDATASETS,Tutorial,https://learning.oreilly.com/library/view/learning-spark-2nd/9781492050032/ch06.html#spark_sql_and_datasets,Spark | LR | SQLDATASETS,Oreilly Books
,Spark | LR | SQLDFRMS1,Tutorial,https://learning.oreilly.com/library/view/learning-spark-2nd/9781492050032/ch04.html#spark_sql_and_dataframes_introduction_to,Spark | LR | SQLDFRMS1,Oreilly Books
,Spark | LR | SQLDFRMS2,Tutorial,https://learning.oreilly.com/library/view/learning-spark-2nd/9781492050032/ch05.html#spark_sql_and_dataframes_interacting_wit,Spark | LR | SQLDFRMS2,Oreilly Books
,Spark | LR | Streaming,Tutorial,https://learning.oreilly.com/library/view/learning-spark-2nd/9781492050032/ch08.html#structured_streaming,Spark | LR | Streaming,Oreilly Books
,SQL | LR | Introduction_To_SQL_And_Objects_RDBMs,Article,https://www.geeksforgeeks.org/structured-query-language/,SQL | LR | Introduction_To_SQL_And_Objects_RDBMs,"RDBMs, Databases, schema, tables, views Intro"
,SQL |LR| Operators_in_SQL_Arithmetic Operators,Article,https://docs.snowflake.com/en/sql-reference/operators-arithmetic.html,SQL |LR| Operators_in_SQL_Arithmetic Operators,Arithmetic Operators
,SQL |LR|Advanced_Functions_Of_SQL_Aggregate functions,Article,https://docs.snowflake.com/en/sql-reference/functions-aggregation.html,SQL |LR|Advanced_Functions_Of_SQL_Aggregate functions,"Aggregate functions, Cover only general functions under the link"
,SQL |LR|Advanced_Functions_Of_SQL_Window Functions 1,Article,https://docs.snowflake.com/en/user-guide/functions-window-using.html,SQL |LR|Advanced_Functions_Of_SQL_Window Functions 1,Window Functions
,SQL |LR|Advanced_Functions_Of_SQL_Window Functions 2,Article,https://docs.snowflake.com/en/sql-reference/functions-analytic.html,SQL |LR|Advanced_Functions_Of_SQL_Window Functions 2,
,SQL |LR|Basics_And_Advance_Joins_in_SQL,Video,https://www.youtube.com/watch?v=unxn0KnzBzk,SQL |LR|Basics_And_Advance_Joins_in_SQL,
,SQL |LR|Basics_And_Advance_Joins_in_SQL_FullJoin,Video,https://www.youtube.com/watch?v=bLL5NbBEg2I,SQL |LR|Basics_And_Advance_Joins_in_SQL_FullJoin,"INNER JOIN, LEFT JOIN, RIGHT JOIN, FULL JOIN"
,SQL |LR|Basics_And_Advance_Joins_in_SQL_leftouter,Video,https://www.youtube.com/watch?v=unxn0KnzBzk,SQL |LR|Basics_And_Advance_Joins_in_SQL_leftouter,left outer
,SQL |LR|Basics_And_Advance_Joins_in_SQL_right outer,Video,https://www.youtube.com/watch?v=t7J__TGqoQs,SQL |LR|Basics_And_Advance_Joins_in_SQL_right outer,right outer
,SQL |LR|Basics_And_Advance_Joins_in_SQL_types of Joins,Video,https://www.youtube.com/watch?v=zYH-e6tUYbw&list=PLxCzCOWd7aiFAN6I8CuViBuCdJgiOkT2Y&index=37,SQL |LR|Basics_And_Advance_Joins_in_SQL_types of Joins,
,SQL |LR|Basics_of_SQL_creating table options,Article,https://docs.snowflake.com/en/sql-reference/ddl-table.html,SQL |LR|Basics_of_SQL_creating table options,creating table options
,SQL |LR|Basics_of_SQL_Creating Views,Article,https://docs.snowflake.com/en/sql-reference/sql/create-view.html,SQL |LR|Basics_of_SQL_Creating Views,Creating Views
,SQL |LR|Basics_of_SQL_CTE,Article,https://docs.snowflake.com/en/user-guide/queries-cte.html,SQL |LR|Basics_of_SQL_CTE,CTE
,SQL |LR|Basics_of_SQL_Insert into table,Article,https://docs.snowflake.com/en/sql-reference/sql/insert.html,SQL |LR|Basics_of_SQL_Insert into table,Insert into table
,SQL |LR|Basics_of_SQL_Multi table insert,Article,https://docs.snowflake.com/en/sql-reference/sql/insert-multi-table.html,SQL |LR|Basics_of_SQL_Multi table insert,Multi table insert
,SQL |LR|Basics_of_SQL_options_DDLs,Article,https://docs.snowflake.com/en/sql-reference/sql-ddl-summary.html,SQL |LR|Basics_of_SQL_options_DDLs,Various options in DDLs
,SQL |LR|Basics_of_SQL_Select from table,Article,https://docs.snowflake.com/en/sql-reference/sql/select.html,SQL |LR|Basics_of_SQL_Select from table,Select from table
,SQL |LR|Functions_of_SQL_Conversion functions,Article,https://docs.snowflake.com/en/sql-reference/functions-conversion.html,SQL |LR|Functions_of_SQL_Conversion functions,Conversion functions
,SQL |LR|Functions_of_SQL_Date functions,Article,https://docs.snowflake.com/en/sql-reference/functions-date-time.html,SQL |LR|Functions_of_SQL_Date functions,Date functions
,SQL |LR|Functions_of_SQL_Numeric functions,Article,https://docs.snowflake.com/en/sql-reference/functions-numeric.html,SQL |LR|Functions_of_SQL_Numeric functions,"Numeric functions (SQRT, PI, SQUARE, ROUND, CEILING & FLOOR)"
,SQL |LR|Functions_of_SQL_String functions,Article,https://docs.snowflake.com/en/sql-reference/functions-string.html,SQL |LR|Functions_of_SQL_String functions,String functions
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,Structured Streaming,Web Resource,https://docs.microsoft.com/en-us/azure/databricks/spark/latest/structured-streaming/,Structured Streaming,Structured Streaming is the Apache Spark API that lets you express computation on streaming data in the same way you express a batch computation on static data. The Spark SQL engine performs the computation incrementally and continuously updates the result as streaming data arrives.
,Terraform,Web Resource,https://www.udemy.com/course/terraform-indepth-with-7-realtime-casestudies/,Terraform,
,Terraform | LR | AWS deployment,Web Resource,https://acloud.guru/overview/8a6f598f-a41f-48ff-99a6-2c7a760b4119?_ga=2.181072290.48777259.1606228790-1674137000.1603105856&_gac=1.94928238.1606397708.Cj0KCQiAwf39BRCCARIsALXWETzT5Z8fzdFl2POVStrXV9iu2qdwgajbComlpnM7V8Jl8PbP9GLvADIaAg88EALw_wcB,Terraform | LR | AWS deployment,Terraform | LR | AWS deployment
,Terraform | LR | Azure deployment,Web Resource,https://learn.acloud.guru/course/bd8060c6-e408-4801-a4a3-8317c45319bf/dashboard,Terraform | LR | Azure deployment,Terraform | LR | Azure deployment
,Terraform | LR | GCP Deployment,Web Resource,https://acloud.guru/overview/3078e33a-0a35-433b-a341-a45d3c46bd1d?_ga=2.218380828.48777259.1606228790-1674137000.1603105856&_gac=1.93691375.1606397708.Cj0KCQiAwf39BRCCARIsALXWETzT5Z8fzdFl2POVStrXV9iu2qdwgajbComlpnM7V8Jl8PbP9GLvADIaAg88EALw_wcB,Terraform | LR | GCP Deployment,Terraform | LR | GCP Deployment
,The Complete Python Masterclass: Learn Python From Scratch,Tutorial,https://www.udemy.com/course/python-masterclass-course,The Complete Python Masterclass: Learn Python From Scratch,Udemy Course
,The Python Bible™ | Everything You Need to Program in Python,Tutorial,https://www.udemy.com/course/the-python-bible,The Python Bible™ | Everything You Need to Program in Python,Udemy Course
,USA - Employee Handbook,Web Resource,https://sites.google.com/hashmapinc.com/hashmapusa/employees-usa,,
